"ID","Incident Time","Source","Policies","Channel","Destination","Severity","Action","Maximum Matches","Transaction Size (KB)","Status",
"1276659","22 Aug. 2020, 01:25:59 AM GMT+0530","it25","Poland PII","Endpoint HTTPS","bifrost-api.hotstar.com","Medium","Permitted","1","4.7","New",
"1276656","22 Aug. 2020, 01:25:54 AM GMT+0530","it25","Poland PII","Endpoint HTTPS","bifrost-api.hotstar.com","Medium","Permitted","1","4.7","New",
"1276653","22 Aug. 2020, 01:25:54 AM GMT+0530","it","Poland PII","Endpoint HTTPS","web.magentatv.de","Medium","Permitted","1","0.4","New",
"1276597","22 Aug. 2020, 01:25:48 AM GMT+0530","it","Slovakia PII","Endpoint HTTPS","api.eu-west-1.aiv-delivery.net","Medium","Permitted","1","47","New",
"1276594","22 Aug. 2020, 01:25:48 AM GMT+0530","ts","Slovakia PII","Endpoint HTTPS","api.eu-west-1.aiv-delivery.net","Medium","Permitted","1","77.1","New",
"1276591","22 Aug. 2020, 01:25:48 AM GMT+0530","ts","Slovakia PII","Endpoint HTTPS","api.eu-west-1.aiv-delivery.net","Medium","Permitted","1","77.1","New",
"1276763","22 Aug. 2020, 01:25:27 AM GMT+0530","it","Poland PII","Endpoint HTTPS","web.magentatv.de","Medium","Permitted","1","0.4","New",
"1276446","22 Aug. 2020, 01:25:16 AM GMT+0530","it","Poland PII","Endpoint HTTPS","web.magentatv.de","Medium","Permitted","1","0.4","New",
"1276746","22 Aug. 2020, 01:24:53 AM GMT+0530","ankitkumar","Poland PII","Endpoint HTTPS","www.linkedin.com","High","Permitted","15","28.6","New",
"1276741","22 Aug. 2020, 01:24:53 AM GMT+0530","iqbal","Source code","Endpoint application (File Access)","OneDrive","Medium","Permitted","6","662.1","New",
"1276640","22 Aug. 2020, 01:24:47 AM GMT+0530","ts","Slovakia PII","Endpoint HTTPS","api.eu-west-1.aiv-delivery.net","Medium","Permitted","1","45.5","New",
"1276637","22 Aug. 2020, 01:24:47 AM GMT+0530","ts","Slovakia PII","Endpoint HTTPS","api.eu-west-1.aiv-delivery.net","Medium","Permitted","1","45.5","New",
"1276634","22 Aug. 2020, 01:24:46 AM GMT+0530","it","Slovakia PII","Endpoint HTTPS","api.eu-west-1.aiv-delivery.net","Medium","Permitted","1","47","New",
"1276565","22 Aug. 2020, 01:23:49 AM GMT+0530","sameergauba","Croatia PII; Poland PII","Endpoint HTTPS","graph.instagram.com","Medium","Permitted","1","2.6","New",
"1276562","22 Aug. 2020, 01:23:49 AM GMT+0530","sameergauba","Croatia PII","Endpoint HTTPS","graph.instagram.com","Medium","Permitted","1","2.6","New",
"1276559","22 Aug. 2020, 01:23:48 AM GMT+0530","sameergauba","Croatia PII","Endpoint HTTPS","graph.instagram.com","Medium","Permitted","2","2.6","New",
"1276556","22 Aug. 2020, 01:23:46 AM GMT+0530","ts","Slovakia PII","Endpoint HTTPS","api.eu-west-1.aiv-delivery.net","Medium","Permitted","1","76.8","New",
"1276553","22 Aug. 2020, 01:23:45 AM GMT+0530","ts","Slovakia PII","Endpoint HTTPS","api.eu-west-1.aiv-delivery.net","Medium","Permitted","1","76.8","New",
"1276550","22 Aug. 2020, 01:23:44 AM GMT+0530","it","Slovakia PII","Endpoint HTTPS","api.eu-west-1.aiv-delivery.net","Medium","Permitted","1","117.9","New",
"1276532","22 Aug. 2020, 01:23:24 AM GMT+0530","ankitkumar","Poland PII","Endpoint HTTPS","www.linkedin.com","Medium","Permitted","1","6.3","New",
"1276429","22 Aug. 2020, 01:23:12 AM GMT+0530","ankitkumar","Croatia PII; Poland PII","Endpoint HTTPS","www.linkedin.com","High","Permitted","4","20.5","New",
"1276722","22 Aug. 2020, 01:22:51 AM GMT+0530","ts","Slovakia PII","Endpoint HTTPS","api.eu-west-1.aiv-delivery.net","Medium","Permitted","1","96","New",
"1276719","22 Aug. 2020, 01:22:50 AM GMT+0530","ts","Slovakia PII","Endpoint HTTPS","api.eu-west-1.aiv-delivery.net","Medium","Permitted","1","96","New",
"1276712","22 Aug. 2020, 01:22:42 AM GMT+0530","ankitkumar","Slovakia PII; Poland PII","Endpoint HTTPS","www.linkedin.com","Medium","Permitted","2","17.2","New",
"1276709","22 Aug. 2020, 01:22:41 AM GMT+0530","it","Slovakia PII","Endpoint HTTPS","api.eu-west-1.aiv-delivery.net","Medium","Permitted","1","105","New",
"1276628","22 Aug. 2020, 01:22:27 AM GMT+0530","ankitkumar","Poland PII","Endpoint HTTPS","www.linkedin.com","Medium","Permitted","1","0.8","New",
"1276544","22 Aug. 2020, 01:22:03 AM GMT+0530","it","Poland PII","Endpoint HTTPS","web.magentatv.de","Medium","Permitted","1","0.4","New",
"1276511","22 Aug. 2020, 01:21:49 AM GMT+0530","ankitkumar","Poland PII","Endpoint HTTPS","www.linkedin.com","High","Permitted","9","131","New",
"1276508","22 Aug. 2020, 01:21:43 AM GMT+0530","ts","Slovakia PII","Endpoint HTTPS","api.eu-west-1.aiv-delivery.net","Medium","Permitted","1","51.7","New",
"1276505","22 Aug. 2020, 01:21:43 AM GMT+0530","ts","Slovakia PII","Endpoint HTTPS","api.eu-west-1.aiv-delivery.net","Medium","Permitted","1","51.7","New",
"1276405","22 Aug. 2020, 01:21:40 AM GMT+0530","it","Slovakia PII","Endpoint HTTPS","api.eu-west-1.aiv-delivery.net","Medium","Permitted","1","48.6","New",
"1276400","22 Aug. 2020, 01:21:34 AM GMT+0530","ankitkumar","Croatia PII; Poland PII","Endpoint HTTPS","www.linkedin.com","High","Permitted","13","53.2","New",
"1276689","22 Aug. 2020, 01:21:20 AM GMT+0530","ankitkumar","Poland PII","Endpoint HTTPS","www.linkedin.com","Medium","Permitted","1","5.9","New",
"1276686","22 Aug. 2020, 01:21:13 AM GMT+0530","ankitkumar","Poland PII","Endpoint HTTPS","www.linkedin.com","High","Permitted","12","53.3","New",
"1276370","22 Aug. 2020, 01:21:10 AM GMT+0530","anandsharma","Poland PII","Endpoint HTTPS","www.linkedin.com","High","Permitted","11","20.7","New",
"1276365","22 Aug. 2020, 01:21:07 AM GMT+0530","ankitkumar","Croatia PII; Poland PII","Endpoint HTTPS","www.linkedin.com","High","Permitted","14","56.2","New",
"1276229","22 Aug. 2020, 01:21:00 AM GMT+0530","ankitkumar","Poland PII","Endpoint HTTPS","www.linkedin.com","High","Permitted","4","6.9","New",
"1276226","22 Aug. 2020, 01:20:59 AM GMT+0530","ankitkumar","Poland PII","Endpoint HTTPS","www.linkedin.com","Medium","Permitted","1","6.3","New",
"1276223","22 Aug. 2020, 01:20:54 AM GMT+0530","ankitkumar","Poland PII","Endpoint HTTPS","www.linkedin.com","Medium","Permitted","1","2.2","New",
"1276496","22 Aug. 2020, 01:20:44 AM GMT+0530","ankitkumar","Poland PII","Endpoint HTTPS","www.linkedin.com","Medium","Permitted","1","2.1","New",
"1276493","22 Aug. 2020, 01:20:41 AM GMT+0530","ts","Slovakia PII","Endpoint HTTPS","api.eu-west-1.aiv-delivery.net","Medium","Permitted","1","44.6","New",
"1276390","22 Aug. 2020, 01:20:41 AM GMT+0530","ts","Slovakia PII","Endpoint HTTPS","api.eu-west-1.aiv-delivery.net","Medium","Permitted","1","44.6","New",
"1276387","22 Aug. 2020, 01:20:38 AM GMT+0530","it","Slovakia PII","Endpoint HTTPS","api.eu-west-1.aiv-delivery.net","Medium","Permitted","1","47","New",
"1276286","22 Aug. 2020, 01:20:20 AM GMT+0530","anandsharma","Source code","Endpoint HTTPS","www.linkedin.com","Medium","Permitted","1","7.6","New",
"1276283","22 Aug. 2020, 01:20:12 AM GMT+0530","ankitkumar","Poland PII","Endpoint HTTPS","www.linkedin.com","High","Permitted","15","56.3","New",
"1276349","22 Aug. 2020, 01:19:40 AM GMT+0530","ts","Slovakia PII","Endpoint HTTPS","api.eu-west-1.aiv-delivery.net","Medium","Permitted","1","44.6","New",
"1276346","22 Aug. 2020, 01:19:40 AM GMT+0530","ts","Slovakia PII","Endpoint HTTPS","api.eu-west-1.aiv-delivery.net","Medium","Permitted","1","44.6","New",
"1276343","22 Aug. 2020, 01:19:37 AM GMT+0530","it","Slovakia PII","Endpoint HTTPS","api.eu-west-1.aiv-delivery.net","Medium","Permitted","1","46.1","New",
"1276340","22 Aug. 2020, 01:19:32 AM GMT+0530","sahilgupta","Croatia PII","Endpoint HTTPS","page-events-ustats.udemy.com","Medium","Permitted","1","0.7","New",
"1276210","22 Aug. 2020, 01:18:40 AM GMT+0530","ts","Slovakia PII","Endpoint HTTPS","api.eu-west-1.aiv-delivery.net","Medium","Permitted","1","43.2","New",
"1276207","22 Aug. 2020, 01:18:39 AM GMT+0530","ts","Slovakia PII","Endpoint HTTPS","api.eu-west-1.aiv-delivery.net","Medium","Permitted","1","43.2","New",
"1276204","22 Aug. 2020, 01:18:35 AM GMT+0530","it","Slovakia PII","Endpoint HTTPS","api.eu-west-1.aiv-delivery.net","Medium","Permitted","1","43.6","New",
"1276118","22 Aug. 2020, 01:18:19 AM GMT+0530","ankitkumar","Poland PII","Endpoint HTTPS","www.linkedin.com","High","Permitted","69","265.5","New",
"1276072","22 Aug. 2020, 01:18:02 AM GMT+0530","ankitkumar","Poland PII","Endpoint HTTPS","www.linkedin.com","High","Permitted","10","53.8","New",
"1276260","22 Aug. 2020, 01:17:46 AM GMT+0530","ankitkumar","Poland PII","Endpoint HTTPS","www.linkedin.com","High","Permitted","15","53.5","New",
"1276257","22 Aug. 2020, 01:17:43 AM GMT+0530","ankitkumar","Poland PII","Endpoint HTTPS","www.linkedin.com","Medium","Permitted","1","6.3","New",
"1276324","22 Aug. 2020, 01:17:38 AM GMT+0530","ts","Slovakia PII","Endpoint HTTPS","api.eu-west-1.aiv-delivery.net","Medium","Permitted","1","43.8","New",
"1276321","22 Aug. 2020, 01:17:38 AM GMT+0530","ts","Slovakia PII","Endpoint HTTPS","api.eu-west-1.aiv-delivery.net","Medium","Permitted","1","43.8","New",
"1276318","22 Aug. 2020, 01:17:35 AM GMT+0530","ankitkumar","Poland PII","Endpoint HTTPS","www.linkedin.com","Medium","Permitted","1","5.8","New",
"1276315","22 Aug. 2020, 01:17:34 AM GMT+0530","it","Slovakia PII","Endpoint HTTPS","api.eu-west-1.aiv-delivery.net","Medium","Permitted","1","47.8","New",
"1276193","22 Aug. 2020, 01:17:16 AM GMT+0530","amitjain","Source code","Endpoint HTTPS","mail.google.com","Medium","Permitted","3","10.7","New",
"1276109","22 Aug. 2020, 01:17:09 AM GMT+0530","it","Poland PII","Endpoint HTTPS","web.magentatv.de","Medium","Permitted","1","0.4","New",
"1276106","22 Aug. 2020, 01:17:04 AM GMT+0530","ankitkumar","Poland PII","Endpoint HTTPS","www.linkedin.com","Medium","Permitted","1","2.1","New",
"1276051","22 Aug. 2020, 01:16:48 AM GMT+0530","Shivam","Source code","Endpoint application (File Access)","OneDrive","Medium","Permitted","6","662.1","New",
"1276048","22 Aug. 2020, 01:16:43 AM GMT+0530","it","Poland PII","Endpoint HTTPS","web.magentatv.de","Medium","Permitted","1","0.4","New",
"1276244","22 Aug. 2020, 01:16:37 AM GMT+0530","ts","Slovakia PII","Endpoint HTTPS","api.eu-west-1.aiv-delivery.net","Medium","Permitted","1","45.4","New",
"1276241","22 Aug. 2020, 01:16:36 AM GMT+0530","ts","Slovakia PII","Endpoint HTTPS","api.eu-west-1.aiv-delivery.net","Medium","Permitted","1","45.4","New",
"1276238","22 Aug. 2020, 01:16:32 AM GMT+0530","it","Slovakia PII","Endpoint HTTPS","api.eu-west-1.aiv-delivery.net","Medium","Permitted","1","45.5","New",
"1275783","22 Aug. 2020, 01:16:26 AM GMT+0530","it25","Poland PII","Endpoint HTTPS","bifrost-api.hotstar.com","Medium","Permitted","1","4","New",
"1276187","22 Aug. 2020, 01:16:20 AM GMT+0530","it","Poland PII","Endpoint HTTPS","web.magentatv.de","Medium","Permitted","1","0.4","New",
"1276100","22 Aug. 2020, 01:15:59 AM GMT+0530","ankitkumar","Poland PII","Endpoint HTTPS","www.linkedin.com","Medium","Permitted","1","9","New",
"1276025","22 Aug. 2020, 01:15:40 AM GMT+0530","ankitkumar","Poland PII","Endpoint HTTPS","www.linkedin.com","High","Permitted","12","56.8","New",
"1276022","22 Aug. 2020, 01:15:35 AM GMT+0530","ts","Slovakia PII","Endpoint HTTPS","api.eu-west-1.aiv-delivery.net","Medium","Permitted","1","44.7","New",
"1276019","22 Aug. 2020, 01:15:35 AM GMT+0530","ts","Slovakia PII","Endpoint HTTPS","api.eu-west-1.aiv-delivery.net","Medium","Permitted","1","44.7","New",
"1276006","22 Aug. 2020, 01:15:31 AM GMT+0530","it","Slovakia PII","Endpoint HTTPS","api.eu-west-1.aiv-delivery.net","Medium","Permitted","1","44.2","New",
"1275773","22 Aug. 2020, 01:15:14 AM GMT+0530","ankitkumar","Source code","Endpoint application (File Access)","OneDrive","Medium","Permitted","2","328.1","New",
"1276164","22 Aug. 2020, 01:15:00 AM GMT+0530","ankitkumar","Croatia PII; Poland PII","Endpoint HTTPS","www.linkedin.com","High","Permitted","11","55.1","New",
"1276161","22 Aug. 2020, 01:14:59 AM GMT+0530","ankitkumar","Poland PII","Endpoint HTTPS","www.linkedin.com","Medium","Permitted","1","2.1","New",
"1276091","22 Aug. 2020, 01:14:33 AM GMT+0530","ts","Slovakia PII","Endpoint HTTPS","api.eu-west-1.aiv-delivery.net","Medium","Permitted","1","47.1","New",
"1276088","22 Aug. 2020, 01:14:33 AM GMT+0530","ts","Slovakia PII","Endpoint HTTPS","api.eu-west-1.aiv-delivery.net","Medium","Permitted","1","47.1","New",
"1276012","22 Aug. 2020, 01:14:29 AM GMT+0530","it","Slovakia PII","Endpoint HTTPS","api.eu-west-1.aiv-delivery.net","Medium","Permitted","1","45.4","New",
"1275994","22 Aug. 2020, 01:13:36 AM GMT+0530","ankitkumar","Poland PII","Endpoint HTTPS","www.linkedin.com","Medium","Permitted","1","6.3","New",
"1275991","22 Aug. 2020, 01:13:34 AM GMT+0530","ankitkumar","Poland PII","Endpoint HTTPS","www.linkedin.com","High","Permitted","4","9","New",
"1275760","22 Aug. 2020, 01:13:31 AM GMT+0530","ts","Slovakia PII","Endpoint HTTPS","api.eu-west-1.aiv-delivery.net","Medium","Permitted","1","45.4","New",
"1275757","22 Aug. 2020, 01:13:30 AM GMT+0530","ts","Slovakia PII","Endpoint HTTPS","api.eu-west-1.aiv-delivery.net","Medium","Permitted","1","45.4","New",
"1275754","22 Aug. 2020, 01:13:27 AM GMT+0530","it","Slovakia PII","Endpoint HTTPS","api.eu-west-1.aiv-delivery.net","Medium","Permitted","1","46.2","New",
"1275697","22 Aug. 2020, 01:13:19 AM GMT+0530","ankitkumar","Croatia PII; Poland PII","Endpoint HTTPS","www.linkedin.com","Medium","Permitted","6","15.3","New",
"1275903","22 Aug. 2020, 01:13:08 AM GMT+0530","it","Poland PII","Endpoint HTTPS","web.magentatv.de","Medium","Permitted","1","0.4","New",
"1275900","22 Aug. 2020, 01:13:05 AM GMT+0530","ankitkumar","Poland PII","Endpoint HTTPS","www.linkedin.com","High","Permitted","25","55","New",
"1275835","22 Aug. 2020, 01:12:47 AM GMT+0530","ankitkumar","Croatia PII; Poland PII","Endpoint HTTPS","www.linkedin.com","High","Permitted","19","55.1","New",
"1275960","22 Aug. 2020, 01:12:29 AM GMT+0530","ts","Slovakia PII","Endpoint HTTPS","api.eu-west-1.aiv-delivery.net","Medium","Permitted","1","46.5","New",
"1275957","22 Aug. 2020, 01:12:29 AM GMT+0530","ts","Slovakia PII","Endpoint HTTPS","api.eu-west-1.aiv-delivery.net","Medium","Permitted","1","46.5","New",
"1275954","22 Aug. 2020, 01:12:26 AM GMT+0530","it","Slovakia PII","Endpoint HTTPS","api.eu-west-1.aiv-delivery.net","Medium","Permitted","1","47","New",
"1275951","22 Aug. 2020, 01:12:23 AM GMT+0530","ankitkumar","Poland PII","Endpoint HTTPS","www.linkedin.com","High","Permitted","3","8.9","New",
"1275948","22 Aug. 2020, 01:12:23 AM GMT+0530","imranbeg","Poland PII","Endpoint HTTPS","sock201-mt1.pusher.com","Medium","Permitted","1","0.2","New",
"1275945","22 Aug. 2020, 01:12:23 AM GMT+0530","ankitkumar","Poland PII","Endpoint HTTPS","www.linkedin.com","Medium","Permitted","2","5.7","New",
"1275942","22 Aug. 2020, 01:12:22 AM GMT+0530","imranbeg","Poland PII","Endpoint HTTPS","sock201-mt1.pusher.com","Medium","Permitted","1","0.2","New",
"1275738","22 Aug. 2020, 01:11:28 AM GMT+0530","ts","Slovakia PII","Endpoint HTTPS","fls-eu.amazon.in","Medium","Permitted","1","45.6","New",
"1275735","22 Aug. 2020, 01:11:28 AM GMT+0530","ts","Slovakia PII","Endpoint HTTPS","api.eu-west-1.aiv-delivery.net","Medium","Permitted","1","45.4","New",
"1275732","22 Aug. 2020, 01:11:28 AM GMT+0530","ts","Slovakia PII","Endpoint HTTPS","api.eu-west-1.aiv-delivery.net","Medium","Permitted","1","45.4","New",
"1275729","22 Aug. 2020, 01:11:24 AM GMT+0530","it","Slovakia PII","Endpoint HTTPS","api.eu-west-1.aiv-delivery.net","Medium","Permitted","1","45.3","New",
"1275674","22 Aug. 2020, 01:11:17 AM GMT+0530","ankitkumar","Croatia PII; Poland PII","Endpoint HTTPS","www.linkedin.com","High","Permitted","15","53.8","New",
"1275881","22 Aug. 2020, 01:11:09 AM GMT+0530","ankitkumar","Poland PII","Endpoint HTTPS","www.linkedin.com","High","Permitted","14","53.2","New",
"1275804","22 Aug. 2020, 01:10:39 AM GMT+0530","ankitkumar","Poland PII","Endpoint HTTPS","www.linkedin.com","High","Permitted","19","9E+1","New",
"1275801","22 Aug. 2020, 01:10:35 AM GMT+0530","ankitkumar","Poland PII","Endpoint HTTPS","www.linkedin.com","Medium","Permitted","1","2.1","New",
"1275798","22 Aug. 2020, 01:10:34 AM GMT+0530","sahilgupta","Croatia PII","Endpoint HTTPS","page-events-ustats.udemy.com","Medium","Permitted","1","0.8","New",
"1275476","22 Aug. 2020, 01:10:29 AM GMT+0530","ankitkumar","Poland PII","Endpoint HTTPS","www.linkedin.com","Medium","Permitted","1","2.1","New",
"1275473","22 Aug. 2020, 01:10:27 AM GMT+0530","ts","Slovakia PII","Endpoint HTTPS","api.eu-west-1.aiv-delivery.net","Medium","Permitted","1","47.1","New",
"1275470","22 Aug. 2020, 01:10:27 AM GMT+0530","ts","Slovakia PII","Endpoint HTTPS","api.eu-west-1.aiv-delivery.net","Medium","Permitted","1","47.1","New",
"1275467","22 Aug. 2020, 01:10:23 AM GMT+0530","it","Slovakia PII","Endpoint HTTPS","api.eu-west-1.aiv-delivery.net","Medium","Permitted","1","47","New",
"1275720","22 Aug. 2020, 01:10:15 AM GMT+0530","ankitkumar","Poland PII","Endpoint HTTPS","www.linkedin.com","Medium","Permitted","1","8.5","New",
"1275717","22 Aug. 2020, 01:10:14 AM GMT+0530","ankitkumar","Poland PII","Endpoint HTTPS","www.linkedin.com","Medium","Permitted","1","6.3","New",
"1275653","22 Aug. 2020, 01:09:43 AM GMT+0530","Shivam","Source code","Endpoint application (File Access)","Microsoft Office Outlook","Medium","Permitted","6","662.1","New",
"1275650","22 Aug. 2020, 01:09:42 AM GMT+0530","ankitkumar","Poland PII","Endpoint HTTPS","www.linkedin.com","Medium","Permitted","1","6.3","New",
"1275632","22 Aug. 2020, 01:09:30 AM GMT+0530","iqbal","Source code","Endpoint application (File Access)","Microsoft Office Outlook","Medium","Permitted","6","662.1","New",
"1275629","22 Aug. 2020, 01:09:26 AM GMT+0530","ts","Slovakia PII","Endpoint HTTPS","api.eu-west-1.aiv-delivery.net","Medium","Permitted","1","43.8","New",
"1275626","22 Aug. 2020, 01:09:26 AM GMT+0530","ts","Slovakia PII","Endpoint HTTPS","api.eu-west-1.aiv-delivery.net","Medium","Permitted","1","43.8","New",
"1275553","22 Aug. 2020, 01:09:21 AM GMT+0530","it","Slovakia PII","Endpoint HTTPS","api.eu-west-1.aiv-delivery.net","Medium","Permitted","1","44.6","New",
"1275548","22 Aug. 2020, 01:09:18 AM GMT+0530","iqbal","Source code","Endpoint application (File Access)","Microsoft Office Excel","Medium","Permitted","6","662.1","New",
"1275455","22 Aug. 2020, 01:09:01 AM GMT+0530","ankitkumar","Poland PII","Endpoint HTTPS","www.linkedin.com","High","Permitted","7","53.7","New",
"1275403","22 Aug. 2020, 01:08:46 AM GMT+0530","iqbal","Slovakia PII; Poland PII","Endpoint HTTPS","www.youtube.com","Medium","Permitted","1","1","New",
"1275400","22 Aug. 2020, 01:08:45 AM GMT+0530","iqbal","Slovakia PII","Endpoint HTTPS","www.youtube.com","Medium","Permitted","1","1","New",
"1275328","22 Aug. 2020, 01:08:29 AM GMT+0530","ankitkumar","Poland PII","Endpoint HTTPS","www.linkedin.com","High","Permitted","11","52.9","New",
"1275325","22 Aug. 2020, 01:08:25 AM GMT+0530","ts","Slovakia PII","Endpoint HTTPS","api.eu-west-1.aiv-delivery.net","Medium","Permitted","1","45.5","New",
"1275322","22 Aug. 2020, 01:08:25 AM GMT+0530","ts","Slovakia PII","Endpoint HTTPS","api.eu-west-1.aiv-delivery.net","Medium","Permitted","1","45.5","New",
"1275619","22 Aug. 2020, 01:08:19 AM GMT+0530","it","Slovakia PII","Endpoint HTTPS","api.eu-west-1.aiv-delivery.net","Medium","Permitted","1","47.8","New",
"1275542","22 Aug. 2020, 01:07:49 AM GMT+0530","ankitkumar","Poland PII","Endpoint HTTPS","www.linkedin.com","Medium","Permitted","1","2.2","New",
"1275446","22 Aug. 2020, 01:07:24 AM GMT+0530","ts","Slovakia PII","Endpoint HTTPS","api.eu-west-1.aiv-delivery.net","Medium","Permitted","1","45.5","New",
"1275443","22 Aug. 2020, 01:07:23 AM GMT+0530","ts","Slovakia PII","Endpoint HTTPS","api.eu-west-1.aiv-delivery.net","Medium","Permitted","1","45.5","New",
"1275393","22 Aug. 2020, 01:07:16 AM GMT+0530","it","Slovakia PII","Endpoint HTTPS","api.eu-west-1.aiv-delivery.net","Medium","Permitted","1","8.5","New",
"1275312","22 Aug. 2020, 01:06:35 AM GMT+0530","ankitkumar","Poland PII","Endpoint HTTPS","www.linkedin.com","Medium","Permitted","1","6.8","New",
"1275309","22 Aug. 2020, 01:06:33 AM GMT+0530","ankitkumar","Poland PII","Endpoint HTTPS","www.linkedin.com","Medium","Permitted","1","6","New",
