"ID","Incident Time","Source","Policies","Channel","Destination","Severity","Action","Maximum Matches","Transaction Size (KB)","Status",
"1277909","22 Aug. 2020, 01:50:55 AM GMT+0530","piyushgurnule","Poland PII","Endpoint HTTPS","www.facebook.com","Medium","Permitted","1","0.8","New",
"1277906","22 Aug. 2020, 01:50:55 AM GMT+0530","piyushgurnule","Poland PII","Endpoint HTTPS","www.facebook.com","Medium","Permitted","1","0.8","New",
"1277903","22 Aug. 2020, 01:50:54 AM GMT+0530","piyushgurnule","Poland PII","Endpoint HTTPS","www.facebook.com","Medium","Permitted","1","0.8","New",
"1277900","22 Aug. 2020, 01:50:54 AM GMT+0530","it","Slovakia PII","Endpoint HTTPS","api.eu-west-1.aiv-delivery.net","Medium","Permitted","1","49.5","New",
"1277774","22 Aug. 2020, 01:50:19 AM GMT+0530","ts","Slovakia PII","Endpoint HTTPS","api.eu-west-1.aiv-delivery.net","Medium","Permitted","1","44.1","New",
"1277771","22 Aug. 2020, 01:50:19 AM GMT+0530","ts","Slovakia PII","Endpoint HTTPS","api.eu-west-1.aiv-delivery.net","Medium","Permitted","1","44.1","New",
"1277834","22 Aug. 2020, 01:49:29 AM GMT+0530","it","Slovakia PII","Endpoint HTTPS","api.eu-west-1.aiv-delivery.net","Medium","Permitted","1","47","New",
"1277639","22 Aug. 2020, 01:49:18 AM GMT+0530","ts","Slovakia PII","Endpoint HTTPS","api.eu-west-1.aiv-delivery.net","Medium","Permitted","1","45.8","New",
"1277636","22 Aug. 2020, 01:49:18 AM GMT+0530","ts","Slovakia PII","Endpoint HTTPS","api.eu-west-1.aiv-delivery.net","Medium","Permitted","1","45.8","New",
"1277633","22 Aug. 2020, 01:49:16 AM GMT+0530","thanglianpauboipu","Austria PII","Endpoint HTTPS","bifrost-api.hotstar.com","Medium","Permitted","1","2.5","New",
"1277688","22 Aug. 2020, 01:48:27 AM GMT+0530","it","Slovakia PII","Endpoint HTTPS","api.eu-west-1.aiv-delivery.net","Medium","Permitted","1","47.8","New",
"1277685","22 Aug. 2020, 01:48:23 AM GMT+0530","piyushgurnule","Poland PII","Endpoint HTTPS","www.facebook.com","Medium","Permitted","1","0.8","New",
"1277682","22 Aug. 2020, 01:48:22 AM GMT+0530","piyushgurnule","Poland PII","Endpoint HTTPS","www.facebook.com","Medium","Permitted","1","0.8","New",
"1277679","22 Aug. 2020, 01:48:22 AM GMT+0530","piyushgurnule","Poland PII","Endpoint HTTPS","www.facebook.com","Medium","Permitted","1","0.8","New",
"1277576","22 Aug. 2020, 01:48:21 AM GMT+0530","piyushgurnule","Poland PII","Endpoint HTTPS","www.facebook.com","Medium","Permitted","1","0.8","New",
"1277573","22 Aug. 2020, 01:48:17 AM GMT+0530","ts","Slovakia PII","Endpoint HTTPS","api.eu-west-1.aiv-delivery.net","Medium","Permitted","1","47.4","New",
"1277570","22 Aug. 2020, 01:48:17 AM GMT+0530","ts","Slovakia PII","Endpoint HTTPS","api.eu-west-1.aiv-delivery.net","Medium","Permitted","1","47.4","New",
"1277567","22 Aug. 2020, 01:48:15 AM GMT+0530","piyushgurnule","Poland PII","Endpoint HTTPS","www.facebook.com","Medium","Permitted","1","0.8","New",
"1277564","22 Aug. 2020, 01:48:14 AM GMT+0530","piyushgurnule","Poland PII","Endpoint HTTPS","www.facebook.com","Medium","Permitted","1","0.8","New",
"1277561","22 Aug. 2020, 01:48:14 AM GMT+0530","piyushgurnule","Poland PII","Endpoint HTTPS","www.facebook.com","Medium","Permitted","1","0.8","New",
"1277558","22 Aug. 2020, 01:48:13 AM GMT+0530","piyushgurnule","Poland PII","Endpoint HTTPS","www.facebook.com","Medium","Permitted","1","0.8","New",
"1277760","22 Aug. 2020, 01:47:24 AM GMT+0530","it","Poland PII","Endpoint HTTPS","www.netflix.com","Medium","Permitted","1","4.6","New",
"1277757","22 Aug. 2020, 01:47:24 AM GMT+0530","it","Slovakia PII","Endpoint HTTPS","api.eu-west-1.aiv-delivery.net","Medium","Permitted","1","49.1","New",
"1277819","22 Aug. 2020, 01:47:20 AM GMT+0530","it","Poland PII","Endpoint HTTPS","www.netflix.com","Medium","Permitted","1","1.1","New",
"1277816","22 Aug. 2020, 01:47:20 AM GMT+0530","it","Poland PII","Endpoint HTTPS","www.netflix.com","Medium","Permitted","1","0.3","New",
"1277813","22 Aug. 2020, 01:47:15 AM GMT+0530","ts","Slovakia PII","Endpoint HTTPS","api.eu-west-1.aiv-delivery.net","Medium","Permitted","1","46.6","New",
"1277435","22 Aug. 2020, 01:47:15 AM GMT+0530","ts","Slovakia PII","Endpoint HTTPS","api.eu-west-1.aiv-delivery.net","Medium","Permitted","1","46.6","New",
"1277626","22 Aug. 2020, 01:46:23 AM GMT+0530","it","Slovakia PII","Endpoint HTTPS","api.eu-west-1.aiv-delivery.net","Medium","Permitted","1","40.8","New",
"1277670","22 Aug. 2020, 01:46:14 AM GMT+0530","ts","Slovakia PII","Endpoint HTTPS","api.eu-west-1.aiv-delivery.net","Medium","Permitted","1","44.1","New",
"1277667","22 Aug. 2020, 01:46:13 AM GMT+0530","ts","Slovakia PII","Endpoint HTTPS","api.eu-west-1.aiv-delivery.net","Medium","Permitted","1","44.1","New",
"1277549","22 Aug. 2020, 01:45:36 AM GMT+0530","piyushgurnule","Poland PII","Endpoint HTTPS","www.facebook.com","Medium","Permitted","1","1.1","New",
"1277546","22 Aug. 2020, 01:45:35 AM GMT+0530","piyushgurnule","Poland PII","Endpoint HTTPS","www.facebook.com","Medium","Permitted","1","1.1","New",
"1277738","22 Aug. 2020, 01:45:21 AM GMT+0530","it","Slovakia PII","Endpoint HTTPS","api.eu-west-1.aiv-delivery.net","Medium","Permitted","1","42.4","New",
"1277359","22 Aug. 2020, 01:45:19 AM GMT+0530","ankitkumar","Source code","Endpoint application (File Access)","OneDrive","Medium","Permitted","2","328.1","New",
"1277356","22 Aug. 2020, 01:45:13 AM GMT+0530","ts","Slovakia PII","Endpoint HTTPS","api.eu-west-1.aiv-delivery.net","Medium","Permitted","1","45.7","New",
"1277353","22 Aug. 2020, 01:45:12 AM GMT+0530","ts","Slovakia PII","Endpoint HTTPS","api.eu-west-1.aiv-delivery.net","Medium","Permitted","1","45.7","New",
"1277429","22 Aug. 2020, 01:44:59 AM GMT+0530","it","Poland PII","Endpoint HTTPS","web.magentatv.de","Medium","Permitted","1","0.4","New",
"1277604","22 Aug. 2020, 01:44:20 AM GMT+0530","it","Slovakia PII","Endpoint HTTPS","api.eu-west-1.aiv-delivery.net","Medium","Permitted","1","46.2","New",
"1277601","22 Aug. 2020, 01:44:19 AM GMT+0530","piyushgurnule","Poland PII","Endpoint HTTPS","www.facebook.com","Medium","Permitted","1","1.1","New",
"1277598","22 Aug. 2020, 01:44:12 AM GMT+0530","piyushgurnule","Poland PII","Endpoint HTTPS","www.facebook.com","Medium","Permitted","1","0.8","New",
"1277595","22 Aug. 2020, 01:44:12 AM GMT+0530","ts","Slovakia PII","Endpoint HTTPS","api.eu-west-1.aiv-delivery.net","Medium","Permitted","1","47.4","New",
"1277592","22 Aug. 2020, 01:44:12 AM GMT+0530","piyushgurnule","Poland PII","Endpoint HTTPS","www.facebook.com","Medium","Permitted","1","0.8","New",
"1277589","22 Aug. 2020, 01:44:11 AM GMT+0530","ts","Slovakia PII","Endpoint HTTPS","api.eu-west-1.aiv-delivery.net","Medium","Permitted","1","47.4","New",
"1277487","22 Aug. 2020, 01:44:11 AM GMT+0530","piyushgurnule","Poland PII","Endpoint HTTPS","www.facebook.com","Medium","Permitted","1","0.8","New",
"1277484","22 Aug. 2020, 01:44:11 AM GMT+0530","piyushgurnule","Poland PII","Endpoint HTTPS","www.facebook.com","Medium","Permitted","1","0.8","New",
"1277481","22 Aug. 2020, 01:44:10 AM GMT+0530","piyushgurnule","Poland PII","Endpoint HTTPS","www.facebook.com","Medium","Permitted","1","1.3","New",
"1277478","22 Aug. 2020, 01:44:10 AM GMT+0530","piyushgurnule","Poland PII","Endpoint HTTPS","www.facebook.com","Medium","Permitted","1","1.3","New",
"1277475","22 Aug. 2020, 01:44:09 AM GMT+0530","piyushgurnule","Poland PII","Endpoint HTTPS","www.facebook.com","Medium","Permitted","1","1.3","New",
"1277472","22 Aug. 2020, 01:44:08 AM GMT+0530","piyushgurnule","Poland PII","Endpoint HTTPS","www.facebook.com","Medium","Permitted","1","1.3","New",
"1277469","22 Aug. 2020, 01:44:07 AM GMT+0530","piyushgurnule","Poland PII","Endpoint HTTPS","www.facebook.com","Medium","Permitted","1","1.3","New",
"1277466","22 Aug. 2020, 01:44:07 AM GMT+0530","piyushgurnule","Slovakia PII","Endpoint HTTPS","api.eu-west-1.aiv-delivery.net","Medium","Permitted","1","12.2","New",
"1277463","22 Aug. 2020, 01:44:06 AM GMT+0530","piyushgurnule","Slovakia PII","Endpoint HTTPS","api.eu-west-1.aiv-delivery.net","Medium","Permitted","1","12.2","New",
"1277537","22 Aug. 2020, 01:43:56 AM GMT+0530","piyushgurnule","Poland PII","Endpoint HTTPS","www.facebook.com","Medium","Permitted","1","1.3","New",
"1277534","22 Aug. 2020, 01:43:53 AM GMT+0530","piyushgurnule","Poland PII","Endpoint HTTPS","www.facebook.com","Medium","Permitted","1","7.5","New",
"1277346","22 Aug. 2020, 01:43:18 AM GMT+0530","it","Slovakia PII","Endpoint HTTPS","api.eu-west-1.aiv-delivery.net","Medium","Permitted","1","47.8","New",
"1277414","22 Aug. 2020, 01:43:11 AM GMT+0530","ts","Slovakia PII","Endpoint HTTPS","api.eu-west-1.aiv-delivery.net","Medium","Permitted","1","117.6","New",
"1277411","22 Aug. 2020, 01:43:10 AM GMT+0530","ts","Slovakia PII","Endpoint HTTPS","api.eu-west-1.aiv-delivery.net","Medium","Permitted","1","117.6","New",
"1277408","22 Aug. 2020, 01:43:05 AM GMT+0530","piyushgurnule","Slovakia PII","Endpoint HTTPS","api.eu-west-1.aiv-delivery.net","Medium","Permitted","1","9.2","New",
"1277405","22 Aug. 2020, 01:43:04 AM GMT+0530","piyushgurnule","Slovakia PII","Endpoint HTTPS","api.eu-west-1.aiv-delivery.net","Medium","Permitted","1","9.2","New",
"1277278","22 Aug. 2020, 01:42:17 AM GMT+0530","amitjain","Croatia PII","Endpoint HTTPS","www.facebook.com","Medium","Permitted","2","1.1","New",
"1277275","22 Aug. 2020, 01:42:16 AM GMT+0530","it","Slovakia PII","Endpoint HTTPS","api.eu-west-1.aiv-delivery.net","Medium","Permitted","1","45.6","New",
"1277454","22 Aug. 2020, 01:42:09 AM GMT+0530","ts","Slovakia PII","Endpoint HTTPS","api.eu-west-1.aiv-delivery.net","Medium","Permitted","1","46.6","New",
"1277451","22 Aug. 2020, 01:42:09 AM GMT+0530","ts","Slovakia PII","Endpoint HTTPS","api.eu-west-1.aiv-delivery.net","Medium","Permitted","1","46.6","New",
"1277520","22 Aug. 2020, 01:41:50 AM GMT+0530","it","Poland PII","Endpoint HTTPS","www.netflix.com","Medium","Permitted","1","7.1","New",
"1277517","22 Aug. 2020, 01:41:45 AM GMT+0530","it","Poland PII","Endpoint HTTPS","www.netflix.com","Medium","Permitted","1","0.5","New",
"1277514","22 Aug. 2020, 01:41:45 AM GMT+0530","it","Poland PII","Endpoint HTTPS","www.netflix.com","Medium","Permitted","1","5.6","New",
"1277339","22 Aug. 2020, 01:41:14 AM GMT+0530","it","Slovakia PII","Endpoint HTTPS","api.eu-west-1.aiv-delivery.net","Medium","Permitted","1","154.8","New",
"1277388","22 Aug. 2020, 01:41:08 AM GMT+0530","ts","Slovakia PII","Endpoint HTTPS","api.eu-west-1.aiv-delivery.net","Medium","Permitted","1","45.8","New",
"1277385","22 Aug. 2020, 01:41:08 AM GMT+0530","ts","Slovakia PII","Endpoint HTTPS","api.eu-west-1.aiv-delivery.net","Medium","Permitted","1","45.8","New",
"1277382","22 Aug. 2020, 01:41:06 AM GMT+0530","it","Poland PII","Endpoint HTTPS","www.netflix.com","Medium","Permitted","1","5.9","New",
"1277379","22 Aug. 2020, 01:41:02 AM GMT+0530","it","Poland PII","Endpoint HTTPS","www.netflix.com","Medium","Permitted","1","12","New",
"1277265","22 Aug. 2020, 01:40:59 AM GMT+0530","it","Poland PII","Endpoint HTTPS","www.netflix.com","Medium","Permitted","1","1.5","New",
"1277262","22 Aug. 2020, 01:40:55 AM GMT+0530","it25","Poland PII","Endpoint HTTPS","bifrost-api.hotstar.com","Medium","Permitted","1","4.7","New",
"1277444","22 Aug. 2020, 01:40:47 AM GMT+0530","it","Poland PII","Endpoint HTTPS","www.netflix.com","Medium","Permitted","1","9.7","New",
"1277206","22 Aug. 2020, 01:40:35 AM GMT+0530","it","Poland PII","Endpoint HTTPS","www.netflix.com","Medium","Permitted","2","6.6","New",
"1277328","22 Aug. 2020, 01:40:25 AM GMT+0530","it","Poland PII","Endpoint HTTPS","www.netflix.com","Medium","Permitted","1","3.5","New",
"1277325","22 Aug. 2020, 01:40:23 AM GMT+0530","it","Slovakia PII","Endpoint HTTPS","api.eu-west-1.aiv-delivery.net","Medium","Permitted","1","46.4","New",
"1277368","22 Aug. 2020, 01:40:20 AM GMT+0530","it","Poland PII","Endpoint HTTPS","www.netflix.com","Medium","Permitted","1","10.1","New",
"1277365","22 Aug. 2020, 01:40:15 AM GMT+0530","it","Poland PII","Endpoint HTTPS","www.netflix.com","Medium","Permitted","1","9.6","New",
"1277249","22 Aug. 2020, 01:40:07 AM GMT+0530","it","Poland PII","Endpoint HTTPS","www.netflix.com","Medium","Permitted","1","7.2","New",
"1277246","22 Aug. 2020, 01:40:07 AM GMT+0530","ts","Slovakia PII","Endpoint HTTPS","api.eu-west-1.aiv-delivery.net","Medium","Permitted","1","52.3","New",
"1277243","22 Aug. 2020, 01:40:07 AM GMT+0530","ts","Slovakia PII","Endpoint HTTPS","api.eu-west-1.aiv-delivery.net","Medium","Permitted","1","52.3","New",
"1277058","22 Aug. 2020, 01:40:00 AM GMT+0530","it","Poland PII","Endpoint HTTPS","www.netflix.com","Medium","Permitted","1","6.8","New",
"1277055","22 Aug. 2020, 01:39:55 AM GMT+0530","it","Poland PII","Endpoint HTTPS","www.netflix.com","Medium","Permitted","1","8.6","New",
"1277184","22 Aug. 2020, 01:39:50 AM GMT+0530","it","Poland PII","Endpoint HTTPS","www.netflix.com","Medium","Permitted","2","9.8","New",
"1277181","22 Aug. 2020, 01:39:45 AM GMT+0530","it","Poland PII","Endpoint HTTPS","www.netflix.com","Medium","Permitted","1","1.1","New",
"1277178","22 Aug. 2020, 01:39:45 AM GMT+0530","it","Poland PII","Endpoint HTTPS","www.netflix.com","Medium","Permitted","1","11.8","New",
"1277175","22 Aug. 2020, 01:39:44 AM GMT+0530","it","Poland PII","Endpoint HTTPS","www.netflix.com","Medium","Permitted","1","0.7","New",
"1277172","22 Aug. 2020, 01:39:42 AM GMT+0530","it","Poland PII","Endpoint HTTPS","www.netflix.com","Medium","Permitted","1","10.5","New",
"1277313","22 Aug. 2020, 01:39:40 AM GMT+0530","it","Poland PII","Endpoint HTTPS","www.netflix.com","Medium","Permitted","1","0.5","New",
"1277310","22 Aug. 2020, 01:39:40 AM GMT+0530","it","Poland PII","Endpoint HTTPS","www.netflix.com","Medium","Permitted","1","1.1","New",
"1277307","22 Aug. 2020, 01:39:40 AM GMT+0530","it","Poland PII","Endpoint HTTPS","www.netflix.com","Medium","Permitted","1","0.8","New",
"1277134","22 Aug. 2020, 01:39:15 AM GMT+0530","thanglianpauboipu","Austria PII","Endpoint HTTPS","bifrost-api.hotstar.com","Medium","Permitted","1","2.5","New",
"1277230","22 Aug. 2020, 01:39:11 AM GMT+0530","it","Slovakia PII","Endpoint HTTPS","api.eu-west-1.aiv-delivery.net","Medium","Permitted","1","50.3","New",
"1277227","22 Aug. 2020, 01:39:07 AM GMT+0530","ts","Slovakia PII","Endpoint HTTPS","api.eu-west-1.aiv-delivery.net","Medium","Permitted","1","180.9","New",
"1277224","22 Aug. 2020, 01:39:06 AM GMT+0530","ts","Slovakia PII","Endpoint HTTPS","api.eu-west-1.aiv-delivery.net","Medium","Permitted","1","180.9","New",
"1277048","22 Aug. 2020, 01:38:47 AM GMT+0530","iqbal","Slovakia PII","Endpoint HTTPS","www.youtube.com","Medium","Permitted","1","1","New",
"1277159","22 Aug. 2020, 01:38:09 AM GMT+0530","it","Slovakia PII","Endpoint HTTPS","api.eu-west-1.aiv-delivery.net","Medium","Permitted","1","46.1","New",
"1277156","22 Aug. 2020, 01:38:04 AM GMT+0530","ts","Slovakia PII","Endpoint HTTPS","api.eu-west-1.aiv-delivery.net","Medium","Permitted","1","45.7","New",
"1277153","22 Aug. 2020, 01:38:03 AM GMT+0530","ts","Slovakia PII","Endpoint HTTPS","api.eu-west-1.aiv-delivery.net","Medium","Permitted","1","45.7","New",
"1277300","22 Aug. 2020, 01:37:28 AM GMT+0530","it25","Poland PII","Endpoint HTTPS","bifrost-api.hotstar.com","Medium","Permitted","1","4.7","New",
"1277115","22 Aug. 2020, 01:37:08 AM GMT+0530","it","Slovakia PII","Endpoint HTTPS","api.eu-west-1.aiv-delivery.net","Medium","Permitted","1","48.6","New",
"1277108","22 Aug. 2020, 01:37:06 AM GMT+0530","anandsharma","Slovakia PII; Croatia PII; Poland PII","Endpoint HTTPS","trc-events.taboola.com","Medium","Permitted","1","5.4","New",
"1277105","22 Aug. 2020, 01:37:02 AM GMT+0530","ts","Slovakia PII","Endpoint HTTPS","api.eu-west-1.aiv-delivery.net","Medium","Permitted","1","45.7","New",
"1277102","22 Aug. 2020, 01:37:01 AM GMT+0530","ts","Slovakia PII","Endpoint HTTPS","api.eu-west-1.aiv-delivery.net","Medium","Permitted","1","45.7","New",
"1277217","22 Aug. 2020, 01:36:05 AM GMT+0530","it","Slovakia PII","Endpoint HTTPS","api.eu-west-1.aiv-delivery.net","Medium","Permitted","1","48.7","New",
"1277039","22 Aug. 2020, 01:36:01 AM GMT+0530","ts","Slovakia PII","Endpoint HTTPS","api.eu-west-1.aiv-delivery.net","Medium","Permitted","1","45.7","New",
"1277036","22 Aug. 2020, 01:36:00 AM GMT+0530","ts","Slovakia PII","Endpoint HTTPS","api.eu-west-1.aiv-delivery.net","Medium","Permitted","1","45.7","New",
"1277144","22 Aug. 2020, 01:35:37 AM GMT+0530","thanglianpauboipu","Austria PII","Endpoint HTTPS","bifrost-api.hotstar.com","Medium","Permitted","1","4.7","New",
"1277141","22 Aug. 2020, 01:35:36 AM GMT+0530","thanglianpauboipu","Austria PII","Endpoint HTTPS","bifrost-api.hotstar.com","Medium","Permitted","1","2.1","New",
"1277287","22 Aug. 2020, 01:35:01 AM GMT+0530","it","Slovakia PII","Endpoint HTTPS","api.eu-west-1.aiv-delivery.net","Medium","Permitted","1","48","New",
"1276834","22 Aug. 2020, 01:35:00 AM GMT+0530","ts","Slovakia PII","Endpoint HTTPS","api.eu-west-1.aiv-delivery.net","Medium","Permitted","1","44.3","New",
"1276831","22 Aug. 2020, 01:34:59 AM GMT+0530","ts","Slovakia PII","Endpoint HTTPS","api.eu-west-1.aiv-delivery.net","Medium","Permitted","1","44.3","New",
"1277096","22 Aug. 2020, 01:34:46 AM GMT+0530","nayanarora","Poland PII","Endpoint HTTPS","www.linkedin.com","Medium","Permitted","1","41.7","New",
"1277211","22 Aug. 2020, 01:34:14 AM GMT+0530","thanglianpauboipu","Austria PII","Endpoint HTTPS","bifrost-api.hotstar.com","Medium","Permitted","1","2.5","New",
"1277023","22 Aug. 2020, 01:34:00 AM GMT+0530","it","Slovakia PII","Endpoint HTTPS","api.eu-west-1.aiv-delivery.net","Medium","Permitted","1","47","New",
"1277020","22 Aug. 2020, 01:33:59 AM GMT+0530","ts","Slovakia PII","Endpoint HTTPS","api.eu-west-1.aiv-delivery.net","Medium","Permitted","1","44.1","New",
"1277017","22 Aug. 2020, 01:33:58 AM GMT+0530","ts","Slovakia PII","Endpoint HTTPS","api.eu-west-1.aiv-delivery.net","Medium","Permitted","1","44.1","New",
"1276983","22 Aug. 2020, 01:33:39 AM GMT+0530","it25","Poland PII","Endpoint HTTPS","bifrost-api.hotstar.com","Medium","Permitted","2","4.7","New",
"1276814","22 Aug. 2020, 01:33:22 AM GMT+0530","nayanarora","Croatia PII; Poland PII","Endpoint HTTPS","www.linkedin.com","High","Permitted","9","39.9","New",
"1277087","22 Aug. 2020, 01:33:21 AM GMT+0530","ts","Slovakia PII","Endpoint HTTPS","api.eu-west-1.aiv-delivery.net","Medium","Permitted","1","44.1","New",
"1277084","22 Aug. 2020, 01:33:21 AM GMT+0530","ts","Slovakia PII","Endpoint HTTPS","api.eu-west-1.aiv-delivery.net","Medium","Permitted","1","44.1","New",
"1276904","22 Aug. 2020, 01:32:58 AM GMT+0530","it","Slovakia PII","Endpoint HTTPS","api.eu-west-1.aiv-delivery.net","Medium","Permitted","1","46.2","New",
"1277010","22 Aug. 2020, 01:32:08 AM GMT+0530","iqbal","Slovakia PII","Endpoint HTTPS","www.youtube.com","Medium","Permitted","1","1","New",
"1276970","22 Aug. 2020, 01:31:57 AM GMT+0530","ts","Slovakia PII","Endpoint HTTPS","api.eu-west-1.aiv-delivery.net","Medium","Permitted","1","45.7","New",
"1276967","22 Aug. 2020, 01:31:57 AM GMT+0530","ts","Slovakia PII","Endpoint HTTPS","api.eu-west-1.aiv-delivery.net","Medium","Permitted","1","45.7","New",
"1276964","22 Aug. 2020, 01:31:57 AM GMT+0530","it","Slovakia PII","Endpoint HTTPS","api.eu-west-1.aiv-delivery.net","Medium","Permitted","1","47","New",
"1276801","22 Aug. 2020, 01:30:56 AM GMT+0530","ts","Slovakia PII","Endpoint HTTPS","api.eu-west-1.aiv-delivery.net","Medium","Permitted","1","154.4","New",
"1276798","22 Aug. 2020, 01:30:55 AM GMT+0530","ts","Slovakia PII","Endpoint HTTPS","api.eu-west-1.aiv-delivery.net","Medium","Permitted","1","154.4","New",
"1276795","22 Aug. 2020, 01:30:55 AM GMT+0530","it","Slovakia PII","Endpoint HTTPS","api.eu-west-1.aiv-delivery.net","Medium","Permitted","1","46.2","New",
"1277078","22 Aug. 2020, 01:30:14 AM GMT+0530","thanglianpauboipu","Austria PII","Endpoint HTTPS","bifrost-api.hotstar.com","Medium","Permitted","1","2.5","New",
"1276888","22 Aug. 2020, 01:29:54 AM GMT+0530","ts","Slovakia PII","Endpoint HTTPS","api.eu-west-1.aiv-delivery.net","Medium","Permitted","1","48.1","New",
"1276885","22 Aug. 2020, 01:29:54 AM GMT+0530","it","Poland PII","Endpoint HTTPS","web.magentatv.de","Medium","Permitted","1","0.4","New",
"1276882","22 Aug. 2020, 01:29:54 AM GMT+0530","ts","Slovakia PII","Endpoint HTTPS","api.eu-west-1.aiv-delivery.net","Medium","Permitted","1","48.1","New",
"1276879","22 Aug. 2020, 01:29:54 AM GMT+0530","it","Slovakia PII","Endpoint HTTPS","api.eu-west-1.aiv-delivery.net","Medium","Permitted","1","45.3","New",
"1277004","22 Aug. 2020, 01:29:30 AM GMT+0530","thanglianpauboipu","Austria PII","Endpoint HTTPS","bifrost-api.hotstar.com","Medium","Permitted","1","2.1","New",
"1276940","22 Aug. 2020, 01:29:19 AM GMT+0530","thanglianpauboipu","Austria PII","Endpoint HTTPS","bifrost-api.hotstar.com","Medium","Permitted","1","2.5","New",
"1276937","22 Aug. 2020, 01:29:18 AM GMT+0530","thanglianpauboipu","Austria PII","Endpoint HTTPS","bifrost-api.hotstar.com","Medium","Permitted","1","4.1","New",
"1276934","22 Aug. 2020, 01:29:17 AM GMT+0530","thanglianpauboipu","Austria PII","Endpoint HTTPS","bifrost-api.hotstar.com","Medium","Permitted","1","2.3","New",
"1276931","22 Aug. 2020, 01:29:16 AM GMT+0530","thanglianpauboipu","Austria PII","Endpoint HTTPS","bifrost-api.hotstar.com","Medium","Permitted","1","1.5","New",
"1276928","22 Aug. 2020, 01:29:14 AM GMT+0530","thanglianpauboipu","Austria PII","Endpoint HTTPS","bifrost-api.hotstar.com","Medium","Permitted","1","2.3","New",
"1276925","22 Aug. 2020, 01:29:13 AM GMT+0530","thanglianpauboipu","Austria PII","Endpoint HTTPS","bifrost-api.hotstar.com","Medium","Permitted","1","2.1","New",
"1276922","22 Aug. 2020, 01:29:12 AM GMT+0530","thanglianpauboipu","Austria PII","Endpoint HTTPS","bifrost-api.hotstar.com","Medium","Permitted","1","1.5","New",
"1276782","22 Aug. 2020, 01:29:11 AM GMT+0530","thanglianpauboipu","Austria PII","Endpoint HTTPS","bifrost-api.hotstar.com","Medium","Permitted","1","1.7","New",
"1276779","22 Aug. 2020, 01:29:10 AM GMT+0530","thanglianpauboipu","Poland PII","Endpoint HTTPS","www.netflix.com","Medium","Permitted","2","9.7","New",
"1276776","22 Aug. 2020, 01:29:07 AM GMT+0530","thanglianpauboipu","Poland PII","Endpoint HTTPS","www.netflix.com","Medium","Permitted","1","5.8","New",
"1277065","22 Aug. 2020, 01:28:53 AM GMT+0530","ts","Slovakia PII","Endpoint HTTPS","api.eu-west-1.aiv-delivery.net","Medium","Permitted","1","130.7","New",
"1277062","22 Aug. 2020, 01:28:52 AM GMT+0530","ts","Slovakia PII","Endpoint HTTPS","api.eu-west-1.aiv-delivery.net","Medium","Permitted","1","130.7","New",
"1276459","22 Aug. 2020, 01:28:52 AM GMT+0530","it","Slovakia PII","Endpoint HTTPS","api.eu-west-1.aiv-delivery.net","Medium","Permitted","1","48","New",
"1276873","22 Aug. 2020, 01:27:54 AM GMT+0530","nayanarora","Croatia PII","Endpoint HTTPS","graph.instagram.com","Medium","Permitted","1","32.6","New",
"1276685","22 Aug. 2020, 01:27:51 AM GMT+0530","ts","Slovakia PII","Endpoint HTTPS","api.eu-west-1.aiv-delivery.net","Medium","Permitted","1","46.8","New",
"1276682","22 Aug. 2020, 01:27:51 AM GMT+0530","ts","Slovakia PII","Endpoint HTTPS","api.eu-west-1.aiv-delivery.net","Medium","Permitted","1","46.8","New",
"1276679","22 Aug. 2020, 01:27:51 AM GMT+0530","ts","Slovakia PII","Endpoint HTTPS","api.eu-west-1.aiv-delivery.net","Medium","Permitted","1","4.8","New",
"1276676","22 Aug. 2020, 01:27:51 AM GMT+0530","it","Slovakia PII","Endpoint HTTPS","api.eu-west-1.aiv-delivery.net","Medium","Permitted","1","48.6","New",
"1276673","22 Aug. 2020, 01:27:50 AM GMT+0530","ts","Slovakia PII","Endpoint HTTPS","api.eu-west-1.aiv-delivery.net","Medium","Permitted","1","4.8","New",
"1276913","22 Aug. 2020, 01:27:17 AM GMT+0530","ts","Slovakia PII","Endpoint HTTPS","api.eu-west-1.aiv-delivery.net","Medium","Permitted","1","72.5","New",
"1276610","22 Aug. 2020, 01:27:16 AM GMT+0530","ts","Slovakia PII","Endpoint HTTPS","api.eu-west-1.aiv-delivery.net","Medium","Permitted","1","72.5","New",
"1276769","22 Aug. 2020, 01:26:49 AM GMT+0530","it","Slovakia PII","Endpoint HTTPS","api.eu-west-1.aiv-delivery.net","Medium","Permitted","1","47","New",
"1276452","22 Aug. 2020, 01:26:24 AM GMT+0530","sameergauba","Poland PII","Endpoint HTTPS","www.netflix.com","Medium","Permitted","1","7.1","New",
"1276860","22 Aug. 2020, 01:26:20 AM GMT+0530","it25","Poland PII","Endpoint HTTPS","bifrost-api.hotstar.com","Medium","Permitted","1","4.7","New",
"1276857","22 Aug. 2020, 01:26:15 AM GMT+0530","ts","Slovakia PII","Endpoint HTTPS","api.eu-west-1.aiv-delivery.net","Medium","Permitted","1","190.1","New",
"1276854","22 Aug. 2020, 01:26:14 AM GMT+0530","ts","Slovakia PII","Endpoint HTTPS","api.eu-west-1.aiv-delivery.net","Medium","Permitted","1","190.1","New",
